code,title,department_code,active,compulsory,semester,category,start_year,finish_year,credits,branch,type,class_work_marks,mid_sem_marks,final_marks,total_marks,lecture_part,tutorial_part,practical_part
EE331,Electrical Power Gen. & Utilization,EE,FALSE,TRUE,5,DC,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE333N,Power System Protection,EE,FALSE,TRUE,6,DC,2003,2016,4,EE,T,15,25,60,100,3,1,0
EE334N,Electrical Power Utilization,EE,FALSE,TRUE,6,DC,2003,2010,4,EE,T,15,25,60,100,3,1,0
EE335N,Power System Analysis,EE,FALSE,TRUE,6,DC,2003,2016,4,EE,T,15,25,60,100,3,1,0
EE341N,Dynamic System Analysis,EE,FALSE,TRUE,6,DC,2003,2016,4,EE,T,15,25,60,100,3,1,0
EE352N,Electrical & Electronic Instr.,EE,FALSE,TRUE,5,DC,2003,2016,4,EE,T,15,25,60,100,3,1,0
EE361,High Voltage Engineering,EE,FALSE,TRUE,5,DC,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE362,Insulation Technology,EE,TRUE,FALSE,5,OE,2011,NULL,4,OE,T,15,25,60,100,3,1,0
EE371,Optimization Techniques,EE,TRUE,FALSE,5,OE,2011,NULL,4,OE,T,15,25,60,100,3,1,0
EE380,Seminar,EE,FALSE,TRUE,6,DC,2011,2016,2,EE,P,100,0,0,100,0,2,0
EE386,Microprocessor Systems & Appl.,EE,FALSE,FALSE,5,OE,2001,2010,4,OE,T,15,25,60,100,3,1,0
EE386N,Microprocessor Systems & Appl.,EE,FALSE,TRUE,6,DC,2003,2010,4,EE,T,15,25,60,100,3,1,0
EE388,Microprocessor Systems,EE,FALSE,FALSE,5,OE,2001,2010,4,OE,T,15,25,60,100,3,1,0
EE391N,Electrical Engineering Lab-II,EE,FALSE,TRUE,5,DC,2003,2010,1.5,EE,P,60,NULL,40,100,0,1,2
EE392N,Electrical Engineering Lab-III,EE,FALSE,TRUE,5,DC,2003,2010,1.5,EE,P,60,NULL,40,100,0,1,2
EE393N,Electrical Engineering Lab-IV,EE,FALSE,TRUE,6,DC,2003,2010,1.5,EE,P,60,NULL,40,100,0,1,2
EE394N,Electrical Engineering Lab-V,EE,FALSE,TRUE,6,DC,2003,2010,1.5,EE,P,60,NULL,40,100,0,1,2
EE395,Circuits and Measurements Lab,EE,FALSE,TRUE,5,DC,2011,2016,2,EE,P,60,0,40,100,0,1,2
EE396,Electrical Machines Lab II,EE,FALSE,TRUE,5,DC,2011,2016,2,EE,P,60,0,40,100,0,1,2
EE397,Power Electronics Lab,EE,FALSE,TRUE,6,DC,2011,2016,2,EE,P,60,0,40,100,0,1,2
EE398,Power System and High Voltage Lab,EE,FALSE,TRUE,6,DC,2011,2016,2,EE,P,60,0,40,100,0,1,2
EE413N,Electrical Drives,EE,FALSE,TRUE,8,DC,2003,2016,4,EE,T,15,25,60,100,3,1,0
EE414,Advanced Electrical Machines,EE,FALSE,FALSE,7,DE,2001,2016,4,EE,T,15,25,60,100,3,1,0
EE415,Comp. Aided Elect. Mach. Design,EE,FALSE,FALSE,7,DE,2001,2016,4,EE,T,15,25,60,100,3,1,0
EE416,Design of Three-Phase Induction Motor,EE,FALSE,FALSE,8,DE,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE421,Renewable Energy Sources,EE,TRUE,FALSE,5,OE,2011,NULL,4,OE,T,15,25,60,100,3,1,0
EE422,Power Semiconductor Controllers,EE,FALSE,FALSE,8,DE,2001,2016,4,EE,T,15,25,60,100,3,1,0
EE423,Solar Energy and Applications,EE,FALSE,FALSE,8,DE,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE424,Energy Auditing and Conservation,EE,FALSE,FALSE,7,DE,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE431,Power System Deregulation,EE,FALSE,FALSE,8,DE,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE432,Digital Simulation Of Power Systems,EE,FALSE,FALSE,7,DE,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE433,HVDC and FACTS Technology,EE,FALSE,FALSE,7,DE,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE434,Energy Management and Automation,EE,FALSE,FALSE,7,DE,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE435,Power Station Practice,EE,FALSE,FALSE,8,DE,2001,2016,4,EE,T,15,25,60,100,3,1,0
EE436,Comp. Methods in Power Systems,EE,FALSE,FALSE,7,DE,2001,2010,4,EE,T,15,25,60,100,3,1,0
EE437,Power Quality,EE,FALSE,FALSE,8,DE,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE438,Distribution System & Automation,EE,FALSE,FALSE,8,DE,2001,2010,2,EE,T,15,25,60,100,3,1,0
EE439,Power Plant Engineering,EE,FALSE,FALSE,5,OE,2001,2010,4,OE,T,15,25,60,100,3,1,0
EE442N,Control Systems,EE,FALSE,TRUE,7,DC,2003,2016,4,EE,T,15,25,60,100,3,1,0
EE443,Fuzzy Logic Control,EE,FALSE,FALSE,7,DE,2001,2010,4,EE,T,15,25,60,100,3,1,0
EE444,Fuzzy Logic Systems & Appl.,EE,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
EE445,Mechatronic Systems,EE,FALSE,FALSE,8,DE,2001,2016,4,EE,T,15,25,60,100,3,1,0
EE446,Soft Computing,EE,FALSE,FALSE,7,DE,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE447,Modern Control Systems,EE,TRUE,FALSE,5,OE,2011,NULL,4,OE,T,15,25,60,100,3,1,0
EE453,Process Instrumentation & Control,EE,FALSE,FALSE,7,DE,2001,2016,4,EE,T,15,25,60,100,3,1,0
EE454,Adv. Electrical Measurement & Inst.,EE,FALSE,FALSE,7,DE,2001,2010,4,EE,T,15,25,60,100,3,1,0
EE455,Process Instrumentation,EE,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
EE456,Bio Instrumentation,EE,FALSE,FALSE,8,DE,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE457,Advanced Instrumentation,EE,FALSE,FALSE,7,DE,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE458,Modern Trends in Instr. System,EE,FALSE,FALSE,8,DE,2001,2010,2,EE,T,15,25,60,100,3,1,0
EE461,High Voltage Engineering,EE,FALSE,FALSE,7,DE,2001,2010,4,EE,T,15,25,60,100,3,1,0
EE462,EHV AC & DC Transmission,EE,FALSE,FALSE,7,DE,2001,2010,4,EE,T,15,25,60,100,3,1,0
EE463,High Voltage Testing Technique,EE,FALSE,FALSE,7,DE,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE464,Advances in High Voltage Engineering,EE,FALSE,FALSE,8,DE,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE471,Non Conventional Energy Sources,EE,FALSE,FALSE,5,OE,2001,2010,4,OE,T,15,25,60,100,3,1,0
EE472,Renewable Energy Sources,EE,FALSE,FALSE,5,OE,2001,2010,4,OE,T,15,25,60,100,3,1,0
EE473,Microprocessor Systems and Appl.,EE,FALSE,TRUE,7,ESA,2011,2016,4,EE,T,15,25,60,100,3,1,0
EE477,Introduction to Artificial Intelligence,EE,TRUE,FALSE,5,OE,2011,NULL,4,OE,T,15,25,60,100,3,1,0
EE478,Microcontroller Systems,EE,TRUE,FALSE,5,OE,2011,NULL,4,OE,T,15,25,60,100,3,1,0
EE482,Digital Signal Processing,EE,FALSE,FALSE,8,DE,2001,2016,4,EE,T,15,25,60,100,3,1,0
EE485,Artificial Intell. & Soft Computing,EE,FALSE,FALSE,7,DE,2001,2010,4,EE,T,15,25,60,100,3,1,0
EE486,Soft Comp. & Expert Syst. Design,EE,FALSE,FALSE,5,OE,2001,2010,4,OE,T,15,25,60,100,3,1,0
EE490,Project,EE,FALSE,TRUE,8,DC,2001,2010,7,EE,P,60,NULL,40,100,0,1,2
EE490A,Project,EE,FALSE,TRUE,7,DC,2001,2010,3,EE,P,60,NULL,40,100,0,1,2
EE490B,Project,EE,FALSE,TRUE,8,DC,2001,2010,4,EE,P,60,NULL,40,100,0,1,2
EE491N,Seminar,EE,FALSE,TRUE,7,DC,2003,2010,1.5,EE,P,60,NULL,40,100,0,2,0
EE492,Microprocessor Lab,EE,FALSE,TRUE,7,DC,2011,2016,2,EE,P,60,0,40,100,0,1,2
EE492N,Electrical Machine Design-I,EE,FALSE,TRUE,7,DC,2003,2010,1.5,EE,P,60,NULL,40,100,0,1,2
EE493,Power System Protection Lab,EE,FALSE,TRUE,7,DC,2011,2016,2,EE,P,60,0,40,100,0,1,2
EE493N,Electrical Engineering Lab.-VI,EE,FALSE,TRUE,7,DC,2003,2010,1.5,EE,P,60,NULL,40,100,0,1,2
EE494N,Electrical Engineering Lab-VII,EE,FALSE,TRUE,7,DC,2003,2010,1.5,EE,P,60,NULL,40,100,0,1,2
EE495,Control Lab,EE,FALSE,TRUE,8,DC,2011,2016,2,EE,P,60,0,40,100,0,1,2
EE495N,Electrical Machine Design-II,EE,FALSE,TRUE,8,DC,2003,2010,1.5,EE,P,60,NULL,40,100,0,1,2
EE496,Instrumentation Lab,EE,FALSE,TRUE,8,DC,2011,2016,2,EE,P,60,0,40,100,0,1,2
EE496N,Power System Design,EE,FALSE,TRUE,8,DC,2003,2010,1.5,EE,P,60,NULL,40,100,0,1,2
EE497N,Electrical Engineering Lab-VIII,EE,FALSE,TRUE,8,DC,2003,2010,1.5,EE,P,60,NULL,40,100,0,1,2
EE498N,Electrical Engineering Lab-IX,EE,FALSE,TRUE,8,DC,2003,2010,1.5,EE,P,60,NULL,40,100,0,1,2
EE499A,Project Phase-I,EE,FALSE,TRUE,7,DC,2011,2016,3,EE,P,60,0,40,100,0,3,0
EE499B,Project Phase-II,EE,FALSE,TRUE,8,DC,2011,2016,3,EE,P,60,0,40,100,0,3,0
EEA1110,Principles of Electrical Engineering,EE,TRUE,TRUE,0,ESA,2017,NULL,3,FY,T,15,25,60,100,2,1,0
EEA2010,Electrical Engineering,EE,TRUE,TRUE,4,ESA,2017,NULL,4,LE,T,15,25,60,100,3,1,0
EEA2020,Electrical Technology,EE,TRUE,TRUE,4,ESA,2017,NULL,3,ME,T,15,25,60,100,2,1,0
EEA2030,Electrical Engineering,EE,TRUE,TRUE,3,ESA,2017,NULL,3,KE,T,15,25,60,100,3,0,0
EEA2960,Electrical Engineering Lab,EE,TRUE,TRUE,3,ESA,2017,NULL,1.5,KE,P,60,0,40,100,0,0,3
EEA2970,Electrical Technology Lab,EE,TRUE,TRUE,4,ESA,2017,NULL,1.5,ME,P,60,0,40,100,0,0,3
EEA3010,Automation & Control,EE,TRUE,TRUE,5,ESA,2017,NULL,4,ME,T,15,25,60,100,3,1,0
EEC2110,Electrical Machines-I,EE,TRUE,TRUE,3,DC,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
EEC2120,Electrical Machines II,EE,TRUE,TRUE,4,DC,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
EEC2210,Power Electronics-I,EE,TRUE,TRUE,4,DC,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
EEC2310,Power System Engineering,EE,TRUE,TRUE,4,DC,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
EEC2510,Electrical Measurement,EE,TRUE,TRUE,4,DC,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
EEC2710,Circuit Theory,EE,TRUE,TRUE,3,DC,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
EEC2720,Electromagnetic Field Theory,EE,TRUE,TRUE,3,DC,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
EEC2730,Signals & Systems,EE,TRUE,TRUE,3,DC,2017,NULL,3,NULL,T,15,25,60,100,2,1,0
EEC2910,Electrical Machines Lab I,EE,TRUE,TRUE,3,DC,2017,NULL,2,NULL,P,60,0,40,100,0,1,2
EEC2920,Electrical Machines Lab II,EE,TRUE,TRUE,4,DC,2017,NULL,2,NULL,P,60,0,40,100,0,1,2
EEC2930,Circuits and Measurements Lab,EE,TRUE,TRUE,4,DC,2017,NULL,2,NULL,P,60,0,40,100,0,1,2
EEC3110,Electrical Drives,EE,TRUE,TRUE,6,DC,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
EEC3210,Power Electronics-II,EE,TRUE,TRUE,5,DC,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
EEC3220,New and Renewable Energy Sources,EE,TRUE,TRUE,6,DC,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
EEC3310,Power System Analysis,EE,TRUE,TRUE,5,DC,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
EEC3320,Electrical Power Gen. & Utilization,EE,TRUE,TRUE,6,DC,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
EEC3410,Dynamic System Analysis,EE,TRUE,TRUE,6,DC,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
EEC3510,Electrical & Electronic Instr.,EE,TRUE,TRUE,5,DC,2017,NULL,3,NULL,T,15,25,60,100,2,1,0
EEC3610,High Voltage Engineering,EE,TRUE,TRUE,5,DC,2017,NULL,3,NULL,T,15,25,60,100,2,1,0
EEC3710,Microcontroller Systems and Appl.,EE,TRUE,TRUE,6,DC,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
EEC3910,Power Electronics Lab,EE,TRUE,TRUE,5,DC,2017,NULL,2,NULL,P,60,0,40,100,0,1,2
EEC3920,Power System and High Voltage Lab,EE,TRUE,TRUE,6,DC,2017,NULL,2,NULL,P,60,0,40,100,0,1,2
EEC3930,Instrumentation Lab,EE,TRUE,TRUE,6,DC,2017,NULL,2,NULL,P,60,0,40,100,0,1,2
EEC4310,Power System Protection,EE,TRUE,TRUE,7,DC,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
EEC4410,Control Systems,EE,TRUE,TRUE,7,DC,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
EEC4910,Power System Protection Lab,EE,TRUE,TRUE,7,DC,2017,NULL,2,NULL,P,60,0,40,100,0,1,2
EEC4920,Control Lab,EE,TRUE,TRUE,7,DC,2017,NULL,2,NULL,P,60,0,40,100,0,1,2
EEC4930,Electric Machine Design,EE,TRUE,TRUE,7,DC,2017,NULL,2,NULL,P,60,0,40,100,0,1,2
EEC4940,Power System Design,EE,TRUE,TRUE,7,DC,2017,NULL,2,NULL,P,60,0,40,100,0,1,2
EEC4980,Project Phase-I,EE,TRUE,TRUE,7,DC,2017,NULL,2,NULL,P,60,0,40,100,0,2,0
EEC4990,Project Phase-II,EE,TRUE,TRUE,8,DC,2017,NULL,4,NULL,P,60,0,40,100,0,4,0
EL101,Basic Electronics Engg.,EL,FALSE,TRUE,2,ESA,2001,2010,3,FY,T,15,25,60,100,3,1,0
EL201,Electronic Devices & Circuits,EL,FALSE,TRUE,3,ESA,2001,2016,4,EE,T,15,25,60,100,3,1,0
EL202,Electronics & Instrumentation,EL,FALSE,TRUE,3,ESA,2001,2010,3,KE,T,15,25,60,100,3,1,0
EL203,Logic & Digital Circuits,EL,FALSE,TRUE,4,ESA,2001,2016,4,EE,T,15,25,60,100,3,1,0
EL211,Electronic Devices & Circuits,EL,FALSE,TRUE,3,ESA,2001,2016,4,PE,T,15,25,60,100,3,1,0
EL211N,Electronic Devices,EL,FALSE,TRUE,3,DC,2005,2016,4,LE,T,15,25,60,100,3,1,0
EL212,Circuit Theory,EL,FALSE,TRUE,3,DC,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL213,Analog Electronics,EL,FALSE,TRUE,4,DC,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL221,Measurements & Instrumentation,EL,FALSE,TRUE,3,DC,2001,2010,4,LE,T,15,25,60,100,3,1,0
EL222,Electronic Instrumentation,EL,FALSE,TRUE,3,DC,2011,2016,4,LE,T,15,25,60,100,3,1,0
EL223,Control Systems,EL,FALSE,TRUE,4,DC,2011,2016,4,LE,T,15,25,60,100,3,1,0
EL231,Logic Circuits,EL,FALSE,TRUE,4,DC,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL241,Signals & Systems,EL,FALSE,TRUE,3,DC,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL242,Principles of Communication Engg.,EL,FALSE,TRUE,4,DC,2011,2016,4,LE,T,15,25,60,100,3,1,0
EL252,Theory of Electromagnetic waves,EL,FALSE,TRUE,4,DC,2007,2010,4,LE,T,15,25,60,100,3,1,0
EL290,Electronics Laboratory,EL,FALSE,TRUE,4,ESA,2011,2016,2,PE,P,60,0,40,100,0,1,2
EL291,Electronics Lab-I,EL,FALSE,TRUE,3,ESA,2001,2010,1.5,PE,P,60,NULL,40,100,0,1,2
EL291N,Electronics Lab-I,EL,FALSE,TRUE,3,ESA,2005,2010,1.5,LE,P,60,NULL,40,100,0,1,2
EL292,Electronics Lab-II,EL,FALSE,TRUE,4,ESA,2001,2010,1.5,PE,P,60,NULL,40,100,0,1,2
EL292N,Electronics Lab-II,EL,FALSE,TRUE,4,DC,2007,2010,1.5,LE,P,60,NULL,40,100,0,1,2
EL293,Instrumentation Lab,EL,FALSE,TRUE,4,DC,2001,2010,1.5,LE,P,60,NULL,40,100,0,1,2
EL294,Electronics Engineering Lab,EL,FALSE,TRUE,4,ESA,2001,2010,1.5,EE,P,60,NULL,40,100,0,1,2
EL294X,Electronics Engg. Lab,EL,FALSE,TRUE,4,ESA,2011,2016,2,EE,P,60,0,40,100,0,1,2
EL295,Electronics Engineering Lab,EL,FALSE,TRUE,3,ESA,2001,2010,1.5,KE,P,60,NULL,40,100,0,1,2
EL296,Electronics Lab I,EL,FALSE,TRUE,3,DC,2011,2016,2,LE,P,60,0,40,100,0,1,2
EL297,Electronics Lab II,EL,FALSE,TRUE,4,DC,2011,2016,2,LE,P,60,0,40,100,0,1,2
EL298,Instrumentation Lab,EL,FALSE,TRUE,4,DC,2011,2016,2,LE,P,60,0,40,100,0,1,2
EL311,Digital Electronics,EL,FALSE,TRUE,5,DC,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL312,Active Network Synthesis,EL,FALSE,TRUE,5,DC,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL313,Microelectronics,EL,FALSE,TRUE,6,DC,2001,2010,4,LE,T,15,25,60,100,3,1,0
EL314,Semiconductor Devices & Modelling,EL,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
EL314N,Semiconductor Device Modelling,EL,FALSE,FALSE,6,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL315,VLSI Design & Technology,EL,FALSE,TRUE,5,DC,2011,2016,4,LE,T,15,25,60,100,3,1,0
EL320,Industrial Electronics and Instrumentation,EL,TRUE,FALSE,5,OE,2011,NULL,4,OE,T,15,25,60,100,3,1,0
EL321,Control Systems,EL,FALSE,TRUE,6,DC,2001,2010,4,LE,T,15,25,60,100,3,1,0
EL331,Microprocessors & Microcomputers,EL,FALSE,TRUE,5,DC,2001,2010,4,LE,T,15,25,60,100,3,1,0
EL332,Microprocessors & Microcontrollers,EL,FALSE,TRUE,5,DC,2011,2016,4,LE,T,15,25,60,100,3,1,0
EL340,Communication Engineering,EL,FALSE,TRUE,5,ESA,2004,2016,4,PE,T,15,25,60,100,3,1,0
EL341,Principles of Communication Engg.,EL,FALSE,TRUE,5,DC,2001,2010,4,LE,T,15,25,60,100,3,1,0
EL342,Digital Communication,EL,FALSE,TRUE,5,DC,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL343N,Digital Signal Processing-I,EL,FALSE,TRUE,6,DC,2004,2016,4,LE,T,15,25,60,100,3,1,0
EL344,Communication Networks,EL,FALSE,TRUE,6,DC,2011,2016,4,LE,T,15,25,60,100,3,1,0
EL352,Optoelectronics,EL,FALSE,FALSE,6,DE,2011,2016,4,LE,T,15,25,60,100,3,1,0
EL352N,Optoelectronics,EL,FALSE,FALSE,6,DE,2001,2010,4,LE,T,15,25,60,100,3,1,0
EL353,Adv. Electromagnetic Field,EL,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
EL353N,Adv. Electromagnetic Fields,EL,FALSE,FALSE,6,DE,2001,2010,4,LE,T,15,25,60,100,3,1,0
EL354,Microwaves and Antennas,EL,FALSE,TRUE,5,DC,2007,2016,4,LE,T,15,25,60,100,3,1,0
EL380,Colloquium,EL,FALSE,TRUE,6,DC,2011,2016,2,LE,P,100,0,0,100,0,2,0
EL391,Electronics Lab-III,EL,FALSE,TRUE,5,DC,2001,2010,1.5,LE,P,60,NULL,40,100,0,1,2
EL392,Communication Lab-I,EL,FALSE,TRUE,5,DC,2001,2010,1.5,LE,P,60,NULL,40,100,0,1,2
EL393,Microprocessor Lab,EL,FALSE,TRUE,6,DC,2001,2010,1.5,LE,P,60,NULL,40,100,0,1,2
EL394,Communication Lab-II,EL,FALSE,TRUE,6,DC,2001,2010,1.5,LE,P,60,NULL,40,100,0,1,2
EL395,Electronics Lab III,EL,FALSE,TRUE,5,DC,2011,2016,2,LE,P,60,0,40,100,0,1,2
EL396,Communication Lab I,EL,FALSE,TRUE,5,DC,2011,2016,2,LE,P,60,0,40,100,0,1,2
EL397,Microprocessors Lab,EL,FALSE,TRUE,6,DC,2011,2016,2,LE,P,60,0,40,100,0,1,2
EL398,Communication Lab II,EL,FALSE,TRUE,6,DC,2011,2016,2,LE,P,60,0,40,100,0,1,2
EL400,Seminar,EL,FALSE,TRUE,7,DC,2007,2010,2,LE,P,60,NULL,40,100,0,1,2
EL410,RF System Design,EL,FALSE,FALSE,8,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL411,Filter Circuit Design,EL,FALSE,FALSE,7,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL412,Analog I.C. Design,EL,FALSE,FALSE,7,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL413,Digital I.C. Design,EL,FALSE,FALSE,7,DE,2011,2016,4,LE,T,15,25,60,100,3,1,0
EL413N,Digital I.C. Design,EL,FALSE,TRUE,7,DC,2003,2010,3,LE,T,15,25,60,100,3,1,0
EL414,Switched Capacitor Network,EL,FALSE,FALSE,8,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL415,Digital System Design,EL,FALSE,FALSE,8,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL416,Current Mode Analog Signal Processing,EL,FALSE,FALSE,7,DE,2011,2016,4,DE,T,15,25,60,100,3,1,0
EL417,VLSI Architecture for Digital Signal Processing,EL,FALSE,FALSE,7,DE,2011,2016,4,DE,T,15,25,60,100,3,1,0
EL421N,Electronic Instrumentation,EL,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
EL422,Bio-medical Instrumentation,EL,FALSE,FALSE,7,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL422N,Bio-medical Instrumentation,EL,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
EL424,Industrial Instrumentation,EL,TRUE,FALSE,5,OE,2011,NULL,4,OE,T,15,25,60,100,3,1,0
EL431,Computer Communication Network,EL,FALSE,FALSE,7,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL431N,Computer Communication Network,EL,FALSE,TRUE,7,DC,2003,2010,4,LE,T,15,25,60,100,3,1,0
EL432N,Artif. Intell. & Neural Networks,EL,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
EL433,Adv. Microprocessor System,EL,FALSE,FALSE,8,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL440,Principles of Communication Engg.,EL,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
EL440N,Principles of Communication Engg.,EL,FALSE,TRUE,7,ESA,2003,2010,4,EE,T,15,25,60,100,3,1,0
EL441N,Telecom. Switching & Networks,EL,FALSE,FALSE,7,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL442,Adv. Digital Communication,EL,FALSE,FALSE,7,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL443,Communication Hardware Design,EL,FALSE,FALSE,7,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL444,Adv. Digital Signal Processing,EL,FALSE,FALSE,8,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL444N,Digital Signal Processing-II,EL,FALSE,FALSE,8,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL445,Audio & Video Signal Processing,EL,FALSE,FALSE,8,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL446,Data Communication,EL,FALSE,FALSE,8,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL447,Multimedia Systems & Networks,EL,FALSE,FALSE,8,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL453,Radio & T. V. Engg.,EL,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
EL454,Satellite Communication,EL,FALSE,FALSE,8,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL455,Communication Links,EL,FALSE,FALSE,8,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL456,Fiber Optic Communication,EL,FALSE,FALSE,6,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL457,Mobile Communication,EL,FALSE,FALSE,8,DE,2001,2016,4,LE,T,15,25,60,100,3,1,0
EL458,TV and Radar Engineering,EL,FALSE,TRUE,8,DC,2007,2010,4,LE,T,15,25,60,100,3,1,0
EL458N,TV and Radar Engineering,EL,FALSE,FALSE,7,DE,2011,2016,4,LE,T,15,25,60,100,3,1,0
EL490,Project,EL,FALSE,TRUE,8,DC,2001,2010,8,LE,P,60,NULL,40,100,0,1,2
EL490A,Project Phase-I,EL,FALSE,TRUE,7,DC,2001,2016,4,LE,P,60,0,40,100,0,2,4
EL490B,Project Phase-II,EL,FALSE,TRUE,8,DC,2001,2016,4,LE,P,60,0,40,100,0,2,4
EL491,Electronics Lab-IV,EL,FALSE,TRUE,7,DC,2001,2010,1.5,LE,P,60,NULL,40,100,0,1,2
EL492,Communication Lab-III,EL,FALSE,TRUE,8,DC,2001,2010,1.5,LE,P,60,NULL,40,100,0,1,2
EL493,Electronics Lab IV,EL,FALSE,TRUE,7,DC,2011,2016,2,LE,P,60,0,40,100,0,1,2
EL494,Communication Lab III,EL,FALSE,TRUE,7,DC,2011,2016,2,LE,P,60,0,40,100,0,1,2
ELA1110,Principles of Electronics Engineering,EL,TRUE,TRUE,0,ESA,2017,NULL,3,FY,T,15,25,60,100,2,1,0
ELA2010,Logic & Digital Circuit,EL,TRUE,TRUE,4,ESA,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
ELA2110,Electronic Devices & Circuits,EL,TRUE,TRUE,3,ESA,2017,NULL,4,PE,T,15,25,60,100,3,1,0
ELA2410,Signals & Systems,EL,TRUE,TRUE,4,ESA,2017,NULL,4,PE,T,15,25,60,100,3,1,0
ELA2510,Electromagnetics,EL,TRUE,TRUE,4,ESA,2017,NULL,4,LE,T,15,25,60,100,2,1,0
ELA2900,Electronics Laboratory,EL,TRUE,TRUE,4,ESA,2017,NULL,2,PE,P,60,0,40,100,0,1,2
ELA3020,Fundamentals of Communication Engineering,EL,TRUE,TRUE,5,ESA,2017,NULL,4,NULL,T,15,25,60,100,3,1,0
ELA3400,Communication Engineering,EL,TRUE,TRUE,5,ESA,2017,NULL,4,PE,T,15,25,60,100,3,1,0
ELA3910,Electronics Engg. Lab,EL,TRUE,TRUE,5,ESA,2017,NULL,2,NULL,P,60,0,40,100,0,1,2
ELC2110,Electronic Devices & Circuits,EL,TRUE,TRUE,3,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
ELC2120,Circuit Theory,EL,TRUE,TRUE,3,DC,2017,NULL,4,LE,T,15,25,60,100,3,1,0
